Timestamp,DL_bitrate,UL_bitrate
"2023-01-01, 00:03:54",32.8,17.3
"2023-01-01, 00:03:57",17.2,14.4
"2023-01-01, 00:04:00",21,14.8
"2023-01-01, 00:04:03",45.7,6.8
"2023-01-01, 00:04:06",20.4,18
"2023-01-01, 00:04:09",33.1,10.3
"2023-01-01, 00:04:12",23.4,13.1
"2023-01-01, 00:04:15",10.7,11.5
"2023-01-01, 00:04:18",16.2,5.3
"2023-01-01, 00:04:21",25.8,5.6
"2023-01-01, 00:04:24",46.3,19.4
"2023-01-01, 00:04:27",36.7,9.6
"2023-01-01, 00:04:30",28.3,19.7
"2023-01-01, 00:04:33",41,18
"2023-01-01, 00:04:36",24.4,10.1
"2023-01-01, 00:04:39",31.1,5.1
"2023-01-01, 00:04:42",22.3,16.7
"2023-01-01, 00:04:45",32.9,10.2
"2023-01-01, 00:04:48",29,13.7
"2023-01-01, 00:04:51",31.6,16.7
"2023-01-01, 00:04:54",47.5,6.3
"2023-01-01, 00:04:57",49.4,6.5
"2023-01-01, 00:05:00",36.4,13
"2023-01-01, 00:05:03",22.2,12.2
"2023-01-01, 00:05:06",42.3,15.9
"2023-01-01, 00:05:09",44.8,12
"2023-01-01, 00:05:12",37.5,10.9
"2023-01-01, 00:05:15",30.4,7.7
"2023-01-01, 00:05:18",35.9,12.6
"2023-01-01, 00:05:21",18.4,15.9
"2023-01-01, 00:05:24",15.8,10.7
"2023-01-01, 00:05:27",43.9,12.3
"2023-01-01, 00:05:30",12.1,18.3
"2023-01-01, 00:05:33",46.7,19.6
"2023-01-01, 00:05:36",27.1,14.6
"2023-01-01, 00:05:39",19.2,6.2
"2023-01-01, 00:05:42",19,17.8
"2023-01-01, 00:05:45",14.6,18.3
"2023-01-01, 00:05:48",44.9,7.8
"2023-01-01, 00:05:51",30.3,5.3
"2023-01-01, 00:05:54",40.5,18.4
"2023-01-01, 00:05:57",46.4,17.6
"2023-01-01, 00:06:00",29,18.1
"2023-01-01, 00:06:03",39.2,10.5
"2023-01-01, 00:06:06",45.7,13.7
"2023-01-01, 00:06:09",34.4,8
"2023-01-01, 00:06:12",42.6,5.5
"2023-01-01, 00:06:15",17.5,11.2
"2023-01-01, 00:06:18",49.1,14.1
"2023-01-01, 00:06:21",25.1,17.7
"2023-01-01, 00:06:24",30.2,10.9
"2023-01-01, 00:06:27",34.7,16
"2023-01-01, 00:06:30",14.3,18.8
"2023-01-01, 00:06:33",46.4,17
"2023-01-01, 00:06:36",28.7,10.4
"2023-01-01, 00:06:39",28.8,11.5
"2023-01-01, 00:06:42",40.7,11.3
"2023-01-01, 00:06:45",15.1,15.7
"2023-01-01, 00:06:48",41.2,13.9
"2023-01-01, 00:06:51",49.1,12.7
"2023-01-01, 00:06:54",46.3,6.7
"2023-01-01, 00:06:57",39.5,6.5
"2023-01-01, 00:07:00",42.1,11.9
"2023-01-01, 00:07:03",45.3,12.4
"2023-01-01, 00:07:06",36,12.5
"2023-01-01, 00:07:09",34.6,5.3
"2023-01-01, 00:07:12",24.3,16.7
"2023-01-01, 00:07:15",14,8.6
"2023-01-01, 00:07:18",42.4,18.8
"2023-01-01, 00:07:21",40.9,9
"2023-01-01, 00:07:24",18.3,8.8
"2023-01-01, 00:07:27",22,18.9
"2023-01-01, 00:07:30",42.6,16.7
"2023-01-01, 00:07:33",42.4,6.6
"2023-01-01, 00:07:36",41.4,6.6
"2023-01-01, 00:07:39",46,13.9
"2023-01-01, 00:07:42",39.6,10
"2023-01-01, 00:07:45",49.6,17.4
"2023-01-01, 00:07:48",37.3,7
"2023-01-01, 00:07:51",26.8,12.6
"2023-01-01, 00:07:54",11.6,10.6
"2023-01-01, 00:07:57",32.3,16.5
"2023-01-01, 00:08:00",44.8,18.8
"2023-01-01, 00:08:03",38.3,16.5
"2023-01-01, 00:08:06",33.3,12.7
"2023-01-01, 00:08:09",45.5,13.9
"2023-01-01, 00:08:12",49.7,16.5
"2023-01-01, 00:08:15",29.1,15
"2023-01-01, 00:08:18",49.9,7.4
"2023-01-01, 00:08:21",30,6.7
"2023-01-01, 00:08:24",44.7,11
"2023-01-01, 00:08:27",39.3,19.3
"2023-01-01, 00:08:30",23.7,6.9
"2023-01-01, 00:08:33",26.6,19.5
"2023-01-01, 00:08:36",45.1,13.2
"2023-01-01, 00:08:39",27.5,6.8
"2023-01-01, 00:08:42",46.4,19.3
"2023-01-01, 00:08:45",33.3,18.8
"2023-01-01, 00:08:48",31.9,18.4
"2023-01-01, 00:08:51",13.4,18.6
"2023-01-01, 00:08:54",23.9,19.4
"2023-01-01, 00:08:57",33.1,5.4
"2023-01-01, 00:09:00",34.8,16.4
"2023-01-01, 00:09:03",49.1,11.1
"2023-01-01, 00:09:06",21.6,19.5
"2023-01-01, 00:09:09",27.8,17.3
"2023-01-01, 00:09:12",10.8,8
"2023-01-01, 00:09:15",11.3,19
"2023-01-01, 00:09:18",15.3,16
"2023-01-01, 00:09:21",24.3,9.8
"2023-01-01, 00:09:24",24.3,7.5
"2023-01-01, 00:09:27",32.1,17.4
"2023-01-01, 00:09:30",11.6,16.7
"2023-01-01, 00:09:33",14.7,8.8
"2023-01-01, 00:09:36",18.6,18
"2023-01-01, 00:09:39",49.3,9
"2023-01-01, 00:09:42",34.5,16.3
"2023-01-01, 00:09:45",26,9.5
"2023-01-01, 00:09:48",46.1,12.5
"2023-01-01, 00:09:51",19.4,12.5
"2023-01-01, 00:09:54",49.9,12.5
"2023-01-01, 00:09:57",12.4,18
"2023-01-01, 00:10:00",42.3,6.5
"2023-01-01, 00:10:03",37.6,11.2
"2023-01-01, 00:10:06",47.8,11.9
"2023-01-01, 00:10:09",13.4,14.7
"2023-01-01, 00:10:12",45.4,13.6
"2023-01-01, 00:10:15",35.9,6.1
"2023-01-01, 00:10:18",38.1,10.7
"2023-01-01, 00:10:21",28.7,17.6
"2023-01-01, 00:10:24",25.6,13.7
"2023-01-01, 00:10:27",19.4,7.3
"2023-01-01, 00:10:30",49.6,15.7
"2023-01-01, 00:10:33",45.1,12.4
"2023-01-01, 00:10:36",24.8,17.8
"2023-01-01, 00:10:39",30.7,7.8
"2023-01-01, 00:10:42",39.6,14.2
"2023-01-01, 00:10:45",39,13.1
"2023-01-01, 00:10:48",15.9,6
"2023-01-01, 00:10:51",44.5,16.1
"2023-01-01, 00:10:54",22.5,15.9
"2023-01-01, 00:10:57",14.6,13.2
"2023-01-01, 00:11:00",40.7,15.4
"2023-01-01, 00:11:03",17.6,11.8
"2023-01-01, 00:11:06",25.3,10.6
"2023-01-01, 00:11:09",16.7,7.7
"2023-01-01, 00:11:12",26,7.8
"2023-01-01, 00:11:15",41.3,9.9
"2023-01-01, 00:11:18",23,9.2
"2023-01-01, 00:11:21",41.4,15.5
"2023-01-01, 00:11:24",45.9,12.6
"2023-01-01, 00:11:27",11.8,14.6
"2023-01-01, 00:11:30",29.7,15.2
"2023-01-01, 00:11:33",45,8.4
"2023-01-01, 00:11:36",25.7,19.3
"2023-01-01, 00:11:39",39.8,13.6
"2023-01-01, 00:11:42",27.7,13
"2023-01-01, 00:11:45",36.6,10.4
"2023-01-01, 00:11:48",49.7,15.5
"2023-01-01, 00:11:51",29.3,5.1
"2023-01-01, 00:11:54",15.4,13.7
"2023-01-01, 00:11:57",43,8.2
"2023-01-01, 00:12:00",31,15.8
"2023-01-01, 00:12:03",46.5,16.6
"2023-01-01, 00:12:06",42.6,8.2
"2023-01-01, 00:12:09",29.9,13.6
"2023-01-01, 00:12:12",43.4,6.9
"2023-01-01, 00:12:15",16.1,18.3
"2023-01-01, 00:12:18",35.3,16.7
"2023-01-01, 00:12:21",30.9,7.8
"2023-01-01, 00:12:24",25.8,17.8
"2023-01-01, 00:12:27",31,9.6
"2023-01-01, 00:12:30",16.9,13.3
"2023-01-01, 00:12:33",40.3,14.7
"2023-01-01, 00:12:36",19,14
"2023-01-01, 00:12:39",34,16.3
"2023-01-01, 00:12:42",33.6,9.7
"2023-01-01, 00:12:45",40,18.6
"2023-01-01, 00:12:48",42.4,9.6
"2023-01-01, 00:12:51",36.1,9.2
"2023-01-01, 00:12:54",49.7,6.5
"2023-01-01, 00:12:57",27.6,5.9
"2023-01-01, 00:13:00",38.2,11
"2023-01-01, 00:13:03",45.1,9
"2023-01-01, 00:13:06",12.8,16.4
"2023-01-01, 00:13:09",18.6,6.1
"2023-01-01, 00:13:12",26.8,19.6
"2023-01-01, 00:13:15",13.4,11.9
"2023-01-01, 00:13:18",36.6,10.9
"2023-01-01, 00:13:21",23.1,11
"2023-01-01, 00:13:24",41.1,11.6
"2023-01-01, 00:13:27",16.5,9.7
"2023-01-01, 00:13:30",15.1,8.4
"2023-01-01, 00:13:33",42.3,15.8
"2023-01-01, 00:13:36",37.4,19.1
"2023-01-01, 00:13:39",30.2,15.4
"2023-01-01, 00:13:42",25.6,17.5
"2023-01-01, 00:13:45",21.4,7.1
"2023-01-01, 00:13:48",24.7,15.6
"2023-01-01, 00:13:51",38.6,18.2
"2023-01-01, 00:13:54",18.8,17.5
"2023-01-01, 00:13:57",40.5,18.9
"2023-01-01, 00:14:00",28.9,5.6
"2023-01-01, 00:14:03",49.2,14.6
"2023-01-01, 00:14:06",48.5,13.9
"2023-01-01, 00:14:09",47,6.9
"2023-01-01, 00:14:12",31.3,8.8
"2023-01-01, 00:14:15",26.5,15.5
"2023-01-01, 00:14:18",12.3,17.6
"2023-01-01, 00:14:21",13.2,17
"2023-01-01, 00:14:24",14.1,9.8
"2023-01-01, 00:14:27",47.3,6.3
"2023-01-01, 00:14:30",10.1,13.2
"2023-01-01, 00:14:33",46,16.4
"2023-01-01, 00:14:36",35,16.1
"2023-01-01, 00:14:39",40.4,9.2
"2023-01-01, 00:14:42",43.3,10.8
"2023-01-01, 00:14:45",14.5,19.5
"2023-01-01, 00:14:48",18.6,10.2
"2023-01-01, 00:14:51",28,19.8
"2023-01-01, 00:14:54",27.7,13.1
"2023-01-01, 00:14:57",15.2,8.7
"2023-01-01, 00:15:00",46.2,10
"2023-01-01, 00:15:03",18.8,8.5
"2023-01-01, 00:15:06",38,10
"2023-01-01, 00:15:09",40.8,18.2
"2023-01-01, 00:15:12",13.3,9.9
"2023-01-01, 00:15:15",48.7,8.5
"2023-01-01, 00:15:18",20.4,10.8
"2023-01-01, 00:15:21",21.9,11.8
"2023-01-01, 00:15:24",32.7,13.7
"2023-01-01, 00:15:27",32.1,10.7
"2023-01-01, 00:15:30",47.5,10.4
"2023-01-01, 00:15:33",39.1,10.1
"2023-01-01, 00:15:36",36.3,15.8
"2023-01-01, 00:15:39",45.2,7.2
"2023-01-01, 00:15:42",32.2,6.7
"2023-01-01, 00:15:45",15.7,13.4
"2023-01-01, 00:15:48",18.1,18.5
"2023-01-01, 00:15:51",19.4,6.1
"2023-01-01, 00:15:54",28.2,5.4
"2023-01-01, 00:15:57",15.5,9
"2023-01-01, 00:16:00",37.7,9.2
"2023-01-01, 00:16:03",36.7,15.2
"2023-01-01, 00:16:06",23.6,5.3
"2023-01-01, 00:16:09",27.1,9.3
"2023-01-01, 00:16:12",49.3,12.5
"2023-01-01, 00:16:15",30,18.5
"2023-01-01, 00:16:18",19.2,17.2
"2023-01-01, 00:16:21",21.1,7.5
"2023-01-01, 00:16:24",11.8,7.1
"2023-01-01, 00:16:27",14.7,17.8
"2023-01-01, 00:16:30",38.4,13.3
"2023-01-01, 00:16:33",19,17.2
"2023-01-01, 00:16:36",37.3,7.9
"2023-01-01, 00:16:39",22.1,17
"2023-01-01, 00:16:42",44,6.8
"2023-01-01, 00:16:45",21.6,7.8
"2023-01-01, 00:16:48",48,10.3
"2023-01-01, 00:16:51",15.7,15.4
"2023-01-01, 00:16:54",20.1,11.1
"2023-01-01, 00:16:57",33.6,13
"2023-01-01, 00:17:00",21.4,19.4
"2023-01-01, 00:17:03",45.1,13.4
"2023-01-01, 00:17:06",37.9,10.8
"2023-01-01, 00:17:09",16.2,8.6
"2023-01-01, 00:17:12",38.3,18
"2023-01-01, 00:17:15",42.6,19.5
"2023-01-01, 00:17:18",35.6,8.8
"2023-01-01, 00:17:21",27,5.5
"2023-01-01, 00:17:24",14.2,7.3
"2023-01-01, 00:17:27",26.5,16
"2023-01-01, 00:17:30",14.4,12.7
"2023-01-01, 00:17:33",38,7.5
"2023-01-01, 00:17:36",17.1,8.8
"2023-01-01, 00:17:39",18.6,8.3
"2023-01-01, 00:17:42",22.2,11.7
"2023-01-01, 00:17:45",21,5.6
"2023-01-01, 00:17:48",16.5,11
"2023-01-01, 00:17:51",19.4,14.1
"2023-01-01, 00:17:54",38.7,8
"2023-01-01, 00:17:57",42.2,13.7
"2023-01-01, 00:18:00",42.5,19.2
"2023-01-01, 00:18:03",19.8,12.6
"2023-01-01, 00:18:06",23.1,5.7
"2023-01-01, 00:18:09",34.2,10.8
"2023-01-01, 00:18:12",47.5,9
"2023-01-01, 00:18:15",26.2,6.6
"2023-01-01, 00:18:18",45.4,15.5
"2023-01-01, 00:18:21",12.2,11.4
"2023-01-01, 00:18:24",11.7,6.8
"2023-01-01, 00:18:27",18.3,9.4
"2023-01-01, 00:18:30",30.8,19.5
"2023-01-01, 00:18:33",26.1,14
"2023-01-01, 00:18:36",10.9,17.7
"2023-01-01, 00:18:39",40.6,11.9
"2023-01-01, 00:18:42",10.8,15.7
"2023-01-01, 00:18:45",34.3,7
"2023-01-01, 00:18:48",16.9,9.7
"2023-01-01, 00:18:51",13.3,15.4
"2023-01-01, 00:18:54",21.7,9.8
"2023-01-01, 00:18:57",37.3,17
"2023-01-01, 00:19:00",38.5,12.5
"2023-01-01, 00:19:03",41.7,8.3
"2023-01-01, 00:19:06",29.6,19.6
"2023-01-01, 00:19:09",16.7,5.5
"2023-01-01, 00:19:12",24.9,14.6
"2023-01-01, 00:19:15",38.5,16.1
"2023-01-01, 00:19:18",26.9,9.1
"2023-01-01, 00:19:21",42.1,10.4
"2023-01-01, 00:19:24",35.1,11.2
"2023-01-01, 00:19:27",22.9,13.3
"2023-01-01, 00:19:30",35.2,19.7
"2023-01-01, 00:19:33",19,10.2
"2023-01-01, 00:19:36",46.5,18.4
"2023-01-01, 00:19:39",42.6,13.4
"2023-01-01, 00:19:42",44,8.5
"2023-01-01, 00:19:45",15.3,7.8
"2023-01-01, 00:19:48",48.1,10.7
"2023-01-01, 00:19:51",27.5,13.5
"2023-01-01, 00:19:54",24.7,8.3
"2023-01-01, 00:19:57",27.6,7.6
"2023-01-01, 00:20:00",21.8,11.8
"2023-01-01, 00:20:03",21.6,7.8
"2023-01-01, 00:20:06",43.2,12.3
"2023-01-01, 00:20:09",49.9,7.7
"2023-01-01, 00:20:12",41.7,5.8
"2023-01-01, 00:20:15",37.6,15.8
"2023-01-01, 00:20:18",36.5,12
"2023-01-01, 00:20:21",27.5,14.8
"2023-01-01, 00:20:24",38.5,19.1
"2023-01-01, 00:20:27",22.2,14.4
"2023-01-01, 00:20:30",38.8,18.4
"2023-01-01, 00:20:33",24.8,7.1
"2023-01-01, 00:20:36",49.8,18.5
"2023-01-01, 00:20:39",26.2,7.7
"2023-01-01, 00:20:42",19.6,16.5
"2023-01-01, 00:20:45",30.1,19.2
"2023-01-01, 00:20:48",48.5,16.1
"2023-01-01, 00:20:51",11.1,6.5
"2023-01-01, 00:20:54",36.5,19.3
"2023-01-01, 00:20:57",22.1,18.8
"2023-01-01, 00:21:00",11.8,16.1
"2023-01-01, 00:21:03",28.1,18.4
"2023-01-01, 00:21:06",20.6,17.6
"2023-01-01, 00:21:09",39.6,11.8
"2023-01-01, 00:21:12",34.2,11.4
"2023-01-01, 00:21:15",34.3,16.4
"2023-01-01, 00:21:18",27.8,9.1
"2023-01-01, 00:21:21",18.7,12.8
"2023-01-01, 00:21:24",23.4,19.2
"2023-01-01, 00:21:27",48.1,13.3
"2023-01-01, 00:21:30",18.8,10.6
"2023-01-01, 00:21:33",20.9,13.8
"2023-01-01, 00:21:36",34.7,9.7
"2023-01-01, 00:21:39",49.5,7.7
"2023-01-01, 00:21:42",38,11
"2023-01-01, 00:21:45",18,14.1
"2023-01-01, 00:21:48",17.2,13.9
"2023-01-01, 00:21:51",30.1,15.3
"2023-01-01, 00:21:54",33.4,16.9
"2023-01-01, 00:21:57",44,8.1
"2023-01-01, 00:22:00",15.9,8.7
"2023-01-01, 00:22:03",33.5,11.7
"2023-01-01, 00:22:06",25.8,9.3
"2023-01-01, 00:22:09",47.7,14.2
"2023-01-01, 00:22:12",32.7,16.4
"2023-01-01, 00:22:15",39.1,5.5
"2023-01-01, 00:22:18",42.7,9.8
"2023-01-01, 00:22:21",14.3,19.2
"2023-01-01, 00:22:24",33,10.9
"2023-01-01, 00:22:27",26.7,8.5
"2023-01-01, 00:22:30",49.8,7.3
"2023-01-01, 00:22:33",34.2,7.2
"2023-01-01, 00:22:36",22.6,14.4
"2023-01-01, 00:22:39",30.3,12.4
"2023-01-01, 00:22:42",36.2,7.4
"2023-01-01, 00:22:45",30.6,12
"2023-01-01, 00:22:48",33.3,15.3
"2023-01-01, 00:22:51",12.5,17.9
"2023-01-01, 00:22:54",24.8,9.2
"2023-01-01, 00:22:57",42,8.2
"2023-01-01, 00:23:00",21.7,18.5
"2023-01-01, 00:23:03",19.7,18.6
"2023-01-01, 00:23:06",23.2,12.7
"2023-01-01, 00:23:09",13.1,17.4
"2023-01-01, 00:23:12",41,16.8
"2023-01-01, 00:23:15",47,10.2
"2023-01-01, 00:23:18",45.2,14.8
"2023-01-01, 00:23:21",46.4,10
"2023-01-01, 00:23:24",45.7,10.7
"2023-01-01, 00:23:27",38.5,12.2
"2023-01-01, 00:23:30",40.2,11.7
"2023-01-01, 00:23:33",16.6,13.3
"2023-01-01, 00:23:36",19.6,12.5
"2023-01-01, 00:23:39",31.3,5.9
"2023-01-01, 00:23:42",21.1,14.6
"2023-01-01, 00:23:45",38.4,8.2
"2023-01-01, 00:23:48",45.8,16.4
"2023-01-01, 00:23:51",43.3,19.7
"2023-01-01, 00:23:54",41.4,18
"2023-01-01, 00:23:57",25.1,17.7
"2023-01-01, 00:24:00",17.7,7.2
"2023-01-01, 00:24:03",43.1,17.7
"2023-01-01, 00:24:06",20.3,16.6
"2023-01-01, 00:24:09",17.7,12.6
"2023-01-01, 00:24:12",12.5,13.3
"2023-01-01, 00:24:15",44.5,9.2
"2023-01-01, 00:24:18",40.9,5.8
"2023-01-01, 00:24:21",19.9,11.2
"2023-01-01, 00:24:24",38.6,7.3
"2023-01-01, 00:24:27",25.4,9
"2023-01-01, 00:24:30",32.2,12.9
"2023-01-01, 00:24:33",15.5,9.1
"2023-01-01, 00:24:36",48.9,10.8
"2023-01-01, 00:24:39",20.3,8.7
"2023-01-01, 00:24:42",19.6,18.4
"2023-01-01, 00:24:45",45.4,19.8
"2023-01-01, 00:24:48",37.6,19.4
"2023-01-01, 00:24:51",40.3,12.3
"2023-01-01, 00:24:54",29.6,5.8
"2023-01-01, 00:24:57",39.1,16.6
"2023-01-01, 00:25:00",30.5,11.1
"2023-01-01, 00:25:03",39.9,7.9
"2023-01-01, 00:25:06",33.7,13
"2023-01-01, 00:25:09",23.5,14.5
"2023-01-01, 00:25:12",19,12.1
"2023-01-01, 00:25:15",32.5,16.1
"2023-01-01, 00:25:18",32.7,12.8
"2023-01-01, 00:25:21",18.6,9.5
"2023-01-01, 00:25:24",12.2,15.5
"2023-01-01, 00:25:27",14.5,19.6
"2023-01-01, 00:25:30",44.4,10.7
"2023-01-01, 00:25:33",35,5.4
"2023-01-01, 00:25:36",38.3,17.5
"2023-01-01, 00:25:39",35.2,5.8
"2023-01-01, 00:25:42",26.9,17.6
"2023-01-01, 00:25:45",39.5,7.5
"2023-01-01, 00:25:48",17.5,13.5
"2023-01-01, 00:25:51",25.8,7.4
"2023-01-01, 00:25:54",29,6.5
"2023-01-01, 00:25:57",25.4,11.8
"2023-01-01, 00:26:00",19.2,10.5
"2023-01-01, 00:26:03",19.7,18
"2023-01-01, 00:26:06",27.8,11.5
"2023-01-01, 00:26:09",45.5,9.5
"2023-01-01, 00:26:12",46.8,13.8
"2023-01-01, 00:26:15",26.1,5.3
"2023-01-01, 00:26:18",17.1,18.2
"2023-01-01, 00:26:21",48.1,14.4
"2023-01-01, 00:26:24",13.4,11.8
"2023-01-01, 00:26:27",35.9,15.1
"2023-01-01, 00:26:30",39.1,9.4
"2023-01-01, 00:26:33",13,17.1
"2023-01-01, 00:26:36",20.1,19.4
"2023-01-01, 00:26:39",46.2,8.9
"2023-01-01, 00:26:42",47.1,17
"2023-01-01, 00:26:45",34.3,13
"2023-01-01, 00:26:48",10,15.9
"2023-01-01, 00:26:51",39,13.6
"2023-01-01, 00:26:54",29.3,18.8
"2023-01-01, 00:26:57",44,16
"2023-01-01, 00:27:00",10.6,9.8
"2023-01-01, 00:27:03",19.1,17.9
"2023-01-01, 00:27:06",43.4,9.7
"2023-01-01, 00:27:09",12.4,14
"2023-01-01, 00:27:12",17.8,14.4
"2023-01-01, 00:27:15",33,8.5
"2023-01-01, 00:27:18",36,15
"2023-01-01, 00:27:21",29.5,18
"2023-01-01, 00:27:24",29.8,14.7
"2023-01-01, 00:27:27",33.2,9.6
"2023-01-01, 00:27:30",30.3,20
"2023-01-01, 00:27:33",42.3,8.3
"2023-01-01, 00:27:36",15.6,7.1
"2023-01-01, 00:27:39",25.4,6.4
"2023-01-01, 00:27:42",40,12.2
"2023-01-01, 00:27:45",23.6,5.5
"2023-01-01, 00:27:48",48.6,17.3
"2023-01-01, 00:27:51",46.1,7.3
"2023-01-01, 00:27:54",27.4,16.4
"2023-01-01, 00:27:57",46.6,15.4
"2023-01-01, 00:28:00",10.9,8
"2023-01-01, 00:28:03",32.4,10.6
"2023-01-01, 00:28:06",36.5,8.8
"2023-01-01, 00:28:09",40.3,6.5
"2023-01-01, 00:28:12",29.9,5.3
"2023-01-01, 00:28:15",50,13.5
"2023-01-01, 00:28:18",35.9,19
"2023-01-01, 00:28:21",29.6,13.3
"2023-01-01, 00:28:24",29.2,16.2
"2023-01-01, 00:28:27",12.6,18.6
"2023-01-01, 00:28:30",42.8,7.8
"2023-01-01, 00:28:33",26,19.4
"2023-01-01, 00:28:36",38.8,9.7
"2023-01-01, 00:28:39",49.5,6.1
"2023-01-01, 00:28:42",38.2,19.5
"2023-01-01, 00:28:45",11,5.6
"2023-01-01, 00:28:48",13.7,17.5
"2023-01-01, 00:28:51",24.1,7.1
"2023-01-01, 00:28:54",14.9,11.7
"2023-01-01, 00:28:57",39.1,14.6
"2023-01-01, 00:29:00",46.9,6.2
"2023-01-01, 00:29:03",49.2,16.1
"2023-01-01, 00:29:06",42.3,10.7
"2023-01-01, 00:29:09",22.5,10.9
"2023-01-01, 00:29:12",42.9,19.6
"2023-01-01, 00:29:15",13.5,16.3
"2023-01-01, 00:29:18",47.4,10.2
"2023-01-01, 00:29:21",17.8,13.4
"2023-01-01, 00:29:24",37.2,14.7
"2023-01-01, 00:29:27",16.4,14.4
"2023-01-01, 00:29:30",35,15.2
"2023-01-01, 00:29:33",40.7,11.4
"2023-01-01, 00:29:36",22.7,11.3
"2023-01-01, 00:29:39",41.3,7.2
"2023-01-01, 00:29:42",15.3,11.4
"2023-01-01, 00:29:45",42.2,17.7
"2023-01-01, 00:29:48",36.7,18.9
"2023-01-01, 00:29:51",23.5,13
"2023-01-01, 00:29:54",41.7,13.1
"2023-01-01, 00:29:57",25.1,10.4
"2023-01-01, 00:30:00",46.7,10.8
"2023-01-01, 00:30:03",15.5,11.3
"2023-01-01, 00:30:06",12.8,15.8
"2023-01-01, 00:30:09",44.9,13.1
"2023-01-01, 00:30:12",48,9
"2023-01-01, 00:30:15",17,6.3
"2023-01-01, 00:30:18",26.7,10.8
"2023-01-01, 00:30:21",45.4,16.5
"2023-01-01, 00:30:24",38.1,6.3
"2023-01-01, 00:30:27",28.2,9.7
"2023-01-01, 00:30:30",44.7,12.7
"2023-01-01, 00:30:33",45.1,8.1
"2023-01-01, 00:30:36",16.4,9.9
"2023-01-01, 00:30:39",34.3,14.6
"2023-01-01, 00:30:42",29.8,5.6
"2023-01-01, 00:30:45",44.7,11
"2023-01-01, 00:30:48",37.7,19.5
"2023-01-01, 00:30:51",43.9,10.3
